event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR15085,8,November,2022,08-11-2022,1,Political violence,Violence against civilians,Attack,Military Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Abala,Abala,14.9321,3.4298,1,Undisclosed Source,Local partner-Other,"On 8 November 2022, soldiers shot and killed an individual aboard a motorcycle who attempted to 'infiltrate' a refugee camp in Abala (Abala, Tillaberi).",1
NIR15080,8,November,2022,08-11-2022,8,Political violence,Battles,Armed clash,Police Forces of Niger (2021-2023) National Guard,1,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,12,,Western Africa,Niger,Diffa,Bosso,Bosso,Bague,13.6148,13.0568,1,Actu (Niger); Aniamey; ANP (Niger); Undisclosed Source,Local partner-Other,"On 8 November 2022, national guards and Boko Haram (JAS) militants clashed in Bague (Bosso, Diffa). Five militants were killed and materiel seized, three hostages killed, three national guards wounded, twelve hostages liberated including nine from Maldjori and three from Toumour, and livestock stolen in Garin Wanzam recovered.",1
NIR15073,7,November,2022,07-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Gueskerou,Maldjori,13.6933,12.9277,1,ANP (Niger); Undisclosed Source; Aniamey; Actu (Niger),Local partner-Other,"On 7 November 2022, overnight Boko Haram (JAS) militants abducted at least eight people including seven women and a man in the village of Maldjori (Gueskerou, Diffa). The abducted were liberated by national guards in Bague on 8 November.",1
NIR15091,7,November,2022,07-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Filingue,Filingue,Danyan Goma,14.2861,3.0259,1,Undisclosed Source,Local partner-Other,"Looting: On 7 November 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Danyan Goma (Filingue, Tillaberi).",1
NIR15075,6,November,2022,06-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Madaoua,Bangui,Bangui,13.6795,6.194,2,Undisclosed Source,Local partner-Other,"On 6 November 2022, an unidentified armed group coming from Nigerian abducted a farmer in the village of Zoubri, about 2km west of Bangui (Madaoua, Tahoua).",1
NIR15081,6,November,2022,06-11-2022,0,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Military Forces of Niger (2021-2023) Gendarmerie,1,13,,Western Africa,Niger,Zinder,Tanout,Tanout,Tanout,14.9709,8.8879,2,Air Info; Undisclosed Source,Local partner-Other,"On 6 November 2022, an unidentified armed group intercepted four vehicles and stripped the occupants of their belongings about 73km from Tanout (Tanout, Zinder) on the road between Agadez and Zinder. Gendarmes and national guards intervened and exchanged gunfire with the assailants. One gendarme was severely wounded.",1
NIR15078,6,November,2022,06-11-2022,15,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Police Forces of Niger (2021-2023) National Guard,1,12,,Western Africa,Niger,Tillaberi,Tillaberi,Anzourou,Zibane,14.5533,1.3357,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"On 6 November 2022, presumed IS Sahel militants attacked national guards in the area of Zibane (Tillaberi, Tillaberi). French and Nigerian forces including aircrafts intervened and killed 15 militants, destroyed 15 motorcycles, and seized 12 AK rifles.",1
NIR15074,6,November,2022,06-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Guidan Roumdji,Tibiri,Garin Godi,13.47,6.69,1,Undisclosed Source,Local partner-Other,"On 6 November 2022, an unidentified armed group abducted a person, and seized a camel, forty sheep, and eight goats at the Tuareg camp of Garin Godi (Guidan Roumdji, Maradi).",1
NIR15082,6,November,2022,06-11-2022,1,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Toumour,Toumour,13.6669,13.1198,2,Undisclosed Source,Local partner-Other,"On 6 November 2022, presumed Boko Haram (JAS) militants killed one person and abducted another one about 2km east of Toumour (Bosso, Diffa).",1
NIR15083,6,November,2022,06-11-2022,1,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Bosso,Bosso,Baassouri,13.6932,13.0449,1,Undisclosed Source,Local partner-Other,"On 6 November 2022, presumed Boko Haram (JAS) militants abducted four people including two men and two women in the village of Baassouri (Bosso, Diffa). One male hostage managed to escape while the other was shot and killed.",1
NIR15086,6,November,2022,06-11-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Arlit,Gougaram,Assamakka,19.3347,5.772,2,Undisclosed Source,Local partner-Other,"On 6 November 2022, an unidentified armed group aboard two vehicles including with a crew-served weapon attacked a vehicle about 100km south of Assamakka (Arlit, Agadez) on the road to Tassara (Tassara, Tahoua). One person was wounded.",1
NIR15095,5,November,2022,05-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Arlit,Arlit,Arlit,18.74,7.39,2,Tadress24info; Undisclosed Source,Local partner-Other,"Looting: On 5 November 2022, an unidentified armed group intercepted and seized an ambulance, a satellite phone, cell phones, and other items between Arlit (Arlit, Agadez) and Tchibarakaten (Iferouane, Agadez).",1
NIR15076,5,November,2022,05-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Birni N'Konni,Birni N Konni,Djima Djimi,13.7501,4.7172,1,Undisclosed Source,Local partner-Other,"On 5 November 2022, an unidentified armed group coming from Nigeria abducted six Fulani pastoralists and seized livestock in the village of Djima Djimi (Birni N'Konni, Tahoua). The abducted were released overnight between 5 and 6 November.",1
NIR15093,5,November,2022,05-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tera,Diagourou,Yelo Beina,13.7394,0.683,1,Undisclosed Source,Local partner-Other,"Looting: On 5 November 2022, presumed JNIM or IS Sahel militants extorted 'zakat' taxes on foodstuff belonging to farmers in the village of Yelo Beina (Tera, Tillaberi).",1
NIR15084,5,November,2022,05-11-2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Badagatan,14.7904,0.8998,1,Undisclosed Source,Local partner-Other,"On 5 November 2022, presumed IS Sahel militants killed a person and seized livestock in the village of Badagatan (Ayerou, Tillaberi).",1
NIR15032,4,November,2022,04-11-2022,4,Political violence,Riots,Mob violence,Rioters (Niger),5,Rioters (Niger),5,55,,Western Africa,Niger,Tahoua,Birni N'Konni,Birni N'Konni,Massalata,13.7808,5.2081,1,Studio Kalangou,National,"On 4 November 2022, farmers and pastoralists clashed in the village of Massalata (Birni N'Konni, Tahoua). Four people were killed and three wounded.",1
NIR15094,4,November,2022,04-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Karre I,13.1259,7.2776,1,Undisclosed Source,Local partner-Other,"Looting: On 4 November 2022, an unidentified armed group seized livestock in the Fulani village of Karre I (Madarounfa, Maradi). National guards intervened and forced the assailants to abandon the livestock. No clash was reported.",1
NIR15096,4,November,2022,04-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Gabi,Kabobi,13.114,7.0556,1,Undisclosed Source,Local partner-Other,"Looting: On 4 November 2022, an unidentified armed group seized an ox in the village of Garin Dawa [Kabobi] (Madarounfa, Maradi).",1
NIR15079,4,November,2022,04-11-2022,1,Political violence,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Police Forces of Niger (2021-2023) National Guard,1,12,,Western Africa,Niger,Diffa,Diffa,Gueskerou,Djilmari,13.5413,12.8532,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"On 4 November 2022, ISWAP or Boko Haram (JAS) militants abducted three people between Djilmari and Waragou (Diffa, Diffa). National guards intervened and killed one militant, liberated the hostages, and seized a weapon and ammunition.",1
NIR15089,4,November,2022,04-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Blabrine,14.4244,13.415,1,Undisclosed Source,Local partner-Other,"Looting: On 4 November 2022, Boko Haram (JAS) militants seized livestock in the village of Blabrine (N'Guigmi, Diffa).",1
NIR15090,4,November,2022,04-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Faya Malam Yari,14.414,13.3812,1,Undisclosed Source,Local partner-Other,"Looting: On 4 November 2022, Boko Haram (JAS) militants seized livestock in the village of Faya Malam Yari (N'Guigmi, Diffa).",1
NIR15072,3,November,2022,03-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,1,Air Info; Studio Kalangou,Subnational-National,"Looting: On 3 November 2022, an unidentified armed group aboard a pickup truck intercepted a vehicle and robbed a large sum of cash from the occupant (a subcontractor for 201 Airbase in Agadez) near the Mano Dayak International Airport in the town of Agadez (Tchirozerine, Agadez).",1
NIR15125,3,November,2022,03-11-2022,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Niger),4,Civilians (Niger),7,47,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,NGuigmi,14.2495,13.1092,1,Undisclosed Source,Local partner-Other,"On 3 November 2022, Fulani from N'Gagala Peulh attacked Buduma from Klakamana in NGuigmi (N'Guigmi, Diffa). One member from the Buduma community was killed. The Fulani accused the Buduma of involvement in presumed Boko Haram (JAS) attack on their community. Security forces deployed to the site to calm the situation.",1
NIR15129,3,November,2022,03-11-2022,0,Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Nigeria),4,Civilians (Niger),7,47,Civilian targeting,Western Africa,Niger,Tahoua,Birni N'Konni,Birni N'Konni,Konni,13.7956,5.2553,2,Undisclosed Source,Local partner-Other,"On 3 November 2022, Nigerien pastoralists with machetes and batons attacked and wounded two farmers and devastated farmland in Boulke, in the area of Konni (Birni N'Konni, Tahoua).",1
NIR15123,3,November,2022,03-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,Faya Malam Yari,14.414,13.3812,1,Undisclosed Source,Local partner-Other,"On 3 November 2022, Boko Haram (JAS) militants abducted five men and seized livestock in the village of Faya Malam Yari (N'Guigmi, Diffa).",1
NIR15069,2,November,2022,02-11-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Agadez,Tchirozerine,Tchirozerine,Tchirozerine,17.2661,7.8328,2,Studio Kalangou; Undisclosed Source,Local partner-Other,"On 2 November 2022, an unidentified armed group attacked a vehicle between Tchirozerine (Tchirozerine, Agadez) and Arlit (Arlit, Agadez). Two people were shot and wounded, and cash, cell phones, and clothing seized by the attackers.",1
NIR15071,2,November,2022,02-11-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Tagardeye,14.6824,0.9819,1,Undisclosed Source,Local partner-Other,"On 2 November 2022, suspected IS Sahel militants abducted the village chief and seized livestock in the village of Tagardeye (Ayerou, Tillaberi). Gendarmes and national guards intervened and forced the assailants to abandon the hostage and the livestock. No clash was reported.",1
NIR15070,2,November,2022,02-11-2022,5,Political violence,Violence against civilians,Attack,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,N'Guigmi,N'Guigmi,N'Gagala Peulh,14.1766,13.0244,1,Actu (Niger); Forces Armees Nigeriennes; Twitter; Undisclosed Source,Local partner-Other,"On 2 November 2022, presumed Boko Haram (JAS) militants attacked an IDP site in N'Gagala Peulh (N'Guigmi, Diffa). Five people from the Fulani community were killed, six others wounded, houses burned, and shops looted.",1
NIR15067,1,November,2022,01-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Tchirozerine,Tchirozerine,17.2661,7.8328,2,Undisclosed Source,Local partner-Other,"Looting: On 1 November 2022, an unidentified armed group intercepted a vehicle between Tchirozerine and Agadez (Tchirozerine, Agadez). The assailants seized cash, cell phones, and other items from the occupants.",1
NIR15068,1,November,2022,01-11-2022,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Safo,Kounkouzou,13.2811,6.8355,1,Undisclosed Source,Local partner-Other,"On 1 November 2022, an unidentified armed group attacked the village of Kounkouzou (Madarounfa, Maradi). One person was killed, and oxen, sheep, and donkeys seized by the attackers.",1
NIR15130,1,November,2022,01-11-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tillia,Tillia,Gaweye,15.4454,5.0403,2,Undisclosed Source,Local partner-Other,"Looting: On 1 November 2022, IS Sahel militants extorted 'zakat' taxes from pastoralists in the hamlet of Chirlamin, near Gaweye (Tillia, Tahoua).",1
NIR15064,31,October,2022,31-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Undisclosed Source,Local partner-Other,"Looting: On 31 October 2022, an unidentified armed group intercepted a motorcyclist and seized the motorcycle about 32km south of Agadez (Tchirozerine, Agadez) on the road to Zinder.",1
NIR15065,31,October,2022,31-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Guidan Roumdji,Guidan Roumdji,Guidan Roumdji,13.6653,6.6952,2,Undisclosed Source,Local partner-Other,"Looting: On 31 October 2022, an unidentified armed group seized 15 camels and 200 sheep at a Fulani camp in the village of Gwigwi, about 41km southwest of Guidan Roumdji (Guidan Roumdji, Madarounfa).",1
NIR15066,31,October,2022,31-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Tagardeye,14.6824,0.9819,1,Urgence Tillabery,New media,"Looting: On 31 October 2022, suspected IS Sahel militants seized livestock in the village of Tagardeye (Ayerou, Tillaberi).",1
NIR15059,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Bamba Karia,14.7218,0.9796,1,Urgence Tillabery; Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, suspected IS Sahel militants seized livestock in the village of Bamba Karia (Ayerou, Tillaberi).",1
NIR15056,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Dan Kounkourou,13.114,7.4318,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, overnight an unidentified armed group seized livestock in the village of Dan Kounkourou (Madarounfa, Maradi).",1
NIR15057,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Kandamao,13.1594,7.3771,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, overnight an unidentified armed group seized livestock in the village of Kandamao (Madarounfa, Maradi).",1
NIR15054,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Safo,Baban Rafi,13.1901,6.8296,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, an unidentified armed group seized livestock in the village of Baban Rafi (Madarounfa, Maradi). Gendarmes intervened and forced the assailants to abandon the livestock. No clash was reported.",1
NIR15058,30,October,2022,30-10-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Karre I,13.1259,7.2776,1,Undisclosed Source,Local partner-Other,"On 30 October 2022, an unidentified armed group abducted a woman in the Fulani village of Karre I (Madarounfa, Maradi).",1
NIR15061,30,October,2022,30-10-2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Filingue,Tondikandia,Fandou Beri,14.0307,2.8593,2,Undisclosed Source,Local partner-Other,"On 30 October 2022, suspected IS Sahel militants intercepted three vehicles, killed one person, and seized cash and cell phones between Fandou Beri and Ataloga (Filingue, Tillaberi).",1
NIR15055,30,October,2022,30-10-2022,3,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Police Forces of Niger (2021-2023),1,13,,Western Africa,Niger,Maradi,Madarounfa,Madarounfa,Dabira,13.1157,7.2053,2,Forces Armees Nigeriennes; Le Souffle de Maradi; Tadress24info; Undisclosed Source; Xinhua,Local partner-Other,"On 30 October 2022, an unidentified armed group attacked a border police position near the village of Dabira (Madarounfa, Maradi). Three policemen were killed and two persons wounded including a policeman, and weapons and ammunition seized by the attackers.",1
NIR15060,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tera,Kokorou,Boungou,14.3056,0.7994,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Boungou (Tera, Tillaberi).",1
NIR15063,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tera,Kokorou,Maida Djibo Koira,14.3324,0.8402,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Maida Djibo Koira (Tera, Tillaberi).",1
NIR15062,30,October,2022,30-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Loga Baybatan,14.6974,0.9676,1,Undisclosed Source,Local partner-Other,"Looting: On 30 October 2022, suspected IS Sahel militants seized livestock in the village of Loga Baybatan (Ayerou, Tillaberi).",1
NIR15053,29,October,2022,29-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Ouallam,Ouallam,Kome Koukou,14.2205,1.7758,1,Undisclosed Source,Local partner-Other,"Looting: On 29 October 2022, presumed IS Sahel militants seized livestock in Kome Koukou (Ouallam, Tillaberi).",1
NIR15050,28,October,2022,28-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Keita,Tamaske,Goaram,14.578,5.6082,1,Undisclosed Source; ANP (Niger),Local partner-Other,"Looting: On 28 October 2022, an unidentified armed group aboard motorcycles robbed a money transfer agency in the village of Goaram (Keita, Tahoua).",1
NIR15051,28,October,2022,28-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tillaberi,Anzourou,Gadabo,14.5445,1.3056,2,Undisclosed Source,Local partner-Other,"Looting: On 28 October 2022, presumed IS Sahel militants seized livestock at a Tuareg camp near the village of Gadabo (Tillaberi, Tillaberi).",1
NIR15052,28,October,2022,28-10-2022,2,Political violence,Violence against civilians,Attack,Banibangou Communal Militia (Niger),4,Civilians (Niger),7,47,Civilian targeting,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Mangaize,14.6806,1.9508,2,Undisclosed Source,Local partner-Other,"On 28 October 2022, Banibangou militiamen attacked a vehicle carrying marketgoers between Mangaize (Ouallam, Tillaberi) and Tabonkort (Menaka, Menaka). The militiamen killed at least two members from the Fulani community and stripped cash from an Arab merchant.",1
NIR15049,28,October,2022,28-10-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Maradi,Madarounfa,Gabi,Boko Maigao,13.1168,7.1443,1,Undisclosed Source,Local partner-Other,"On 28 October 2022, an unidentified armed group abducted two people including the village chief in the village of Boko Maigao (Madarounfa, Maradi).",1
NIR15048,27,October,2022,27-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Undisclosed Source,Local partner-Other,"Looting: On 27 October 2022, an unidentified armed group intercepted a motorcyclist and seized the motorcycle south of Agadez (Tchirozerine, Agadez).",1
NIR15026,27,October,2022,27-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Safo,Mamouri,13.2404,6.7737,1,Undisclosed Source,Local partner-Other,"Looting: On 27 October 2022, an unidentified armed group fired gunshots in the air and seized livestock in the village of Mamouri (Madarounfa, Maradi).",1
NIR15028,26,October,2022,26-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Madaoua,Bangui,Kankerawa Zongo,13.6922,6.0922,1,Undisclosed Source,Local partner-Other,"Looting: On 26 October 2022, an unidentified armed group coming from Nigeria seized livestock in the village of Kankerawa Zongo (Madaoua, Tahoua).",1
NIR15014,26,October,2022,26-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Mali),7,27,,Western Africa,Niger,Tahoua,Tillia,Tillia,Inizdan,15.337,4.4011,1,Urgence Tillabery,New media,"Looting: On 26 October 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Inizdan (Tillia, Tahoua).",1
NIR15006,26,October,2022,26-10-2022,0,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Military Forces of Niger (2021-2023),1,13,,Western Africa,Niger,Agadez,Iferouane,Iferouane,Tchibarakaten,21.7452,9.067,2,Undisclosed Source,Local partner-Other,"On 26 October 2022, an unidentified armed group fired gunshots at a military-escorted convoy about 160km from Tchibarakaten (Iferouane, Agadez). Soldiers repelled the attack and the assailants withdrew towards Algeria.",1
NIR15025,25,October,2022,25-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Abalak,Abalak,Inargan,15.7421,6.1691,2,Undisclosed Source,Local partner-Other,"Looting: On 25 October 2022, an unidentified armed group seized camels in the bush near Inargan (Abalak, Tahoua). National guards and gendarmes launched a pursuit and recovered 19 camels.",1
NIR15024,25,October,2022,25-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,1,Undisclosed Source,Local partner-Other,"Looting: On 25 October 2022, an unidentified armed group seized a vehicle in the Sabon Gari quarter in the town of Agadez (Tchirozerine, Agadez).",1
NIR15031,25,October,2022,25-10-2022,0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,Police Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Say,Tamou,Tchella Foulbe,12.8794,2.2542,2,Undisclosed Source,Local partner-Other,"On 25 October 2022, a border police vehicle hit an IED likely planted by JNIM militants not far from Tchella Foulbe (Say, Tillaberi). One policeman was lightly wounded.",1
NIR15009,24,October,2022,24-10-2022,0,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Birni N'Konni,Birni N'Konni,Botoro,13.8129,5.3218,1,Undisclosed Source,Local partner-Other,"On 24 October 2022, an unidentified armed group fired gunshots in the air, abducted five people, and seized livestock in the village of Botoro (Birni N'Konni, Tahoua). Border police launched a pursuit, forcing the assailants to abandon the abducted and the livestock. No clash was reported.",1
NIR15013,24,October,2022,24-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Inelou,15.0571,4.3416,1,Undisclosed Source,Local partner-Other,"Looting: On 24 October 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Inelou (Tahoua, Tahoua).",1
NIR15012,24,October,2022,24-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Dosso,Dogondoutchi,Matankari,Sabon Yayi,13.8012,3.7705,1,Undisclosed Source,Local partner-Other,"Looting: On 24 October 2022, presumed IS Sahel militants extorted 'zakat' taxes in the village of Sabon Yayi (Dogondoutchi, Dosso).",1
NIR15022,24,October,2022,24-10-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Dosso,Dosso,Dosso,Dosso,13.051,3.2068,2,Undisclosed Source,Local partner-Other,"Looting: On 24 October 2022, two unidentified individuals armed with machetes intercepted a truck and seized cash, cell phones, and a bicycle about 125km south of Dosso (Dosso, Dosso) on the road from Gaya (Gaya, Dosso).",1
